Id,File_name,Country,City,Address,Lat,Long,Streetview,Lat_decimal,Long_decimal,Text,Color,Background_color,Weight,Case,Composition,Image,@img
161,britannic161,Italy,Milan,corso di Porta Ticinese,"45° 27' 34.272"" N"," 9° 10' 52.362"" E",https://www.google.com/maps/embed?pb=!4v1535292623114!6m8!1m7!1s1_p58ljFeLWSRqmKfHuCzw!2m2!1d45.45952326080248!2d9.18123889085342!3f67.53133985031556!4f-1.103881087707805!5f2.0730981365680257,45.45952,9.181212,Tasso!! Zero!!,#ffffff,#7a9eaa,bold,uppercase,horizontal,https://images.unsplash.com/photo-1723920449193-cba2f39a4d0c?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDM1NXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_161.jpg
162,britannic162,India,Chandigar,Chandigar Station,"30° 42' 6.96"" N","76° 49' 18.45"" E",,30.701933,76.821792,Water vending machine,#ffffff,#0000FF,bold,uppercase,horizontal,https://images.unsplash.com/photo-1660678519362-2099db408451?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDM5OXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_162.jpg
163,britannic163,India,New Dehli,New Dehli Station,"28° 38' 30.72"" N","77° 13' 12.66"" E",,28.641861,77.220194,display your brand,#ffffff,#FF0000,ultra,smallcaps,horizontal,https://images.unsplash.com/photo-1722846324724-2cb3f396358c?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQwOXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_163.jpg
164,britannic164,Sri Lanka,Colombo,Janadhipathi Mawatha,"6° 56' 9.912"" N","79° 50' 36.21"" E",https://www.google.com/maps/embed?pb=!4v1549473374291!6m8!1m7!1s7LL_B16rD1ghG6ksD6HqOw!2m2!1d6.936046600339962!2d79.843255886147!3f144.6265051388392!4f-7.625725827342592!5f2.106626710501169,6.936087,79.843392,Stick no bills,#ffffff,#FF0000,bold,uppercase,vertical,https://images.unsplash.com/photo-1723845629153-7e0d0a5e44c3?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQyNXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_164.jpg
165,britannic165,Sri Lanka,Kandy,Balagolla,"7° 17' 0.522"" N","80° 43' 9.258"" E",https://www.google.com/maps/embed?pb=!4v1549473658358!6m8!1m7!1slWjAEVtb-yo6926-Yto_Lw!2m2!1d7.283401641085291!2d80.71926725577043!3f241.99402440710514!4f-6.770405433098247!5f0.4000000000000002,7.283478,80.719238,U:K:G L:K:G Play group Digana,#c8c854,#41436d,bold,uppercase,horizontal,https://images.unsplash.com/photo-1723712286025-1eb6a851420a?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQzOHw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_165.jpg
166,britannic166,Italy,Genova,Piazza Manin,"44° 24' 50.472"" N","8° 56' 49.23"" E","https://www.google.it/maps/@44.4140557,8.9476982,3a,60y,347.53h,90.61t/data=!3m6!1e1!3m4!1skxSjazj6vFj-zm1MMisK_A!2e0!7i13312!8i6656",44.41402,8.947008,Autolavaggio Manin,,,,,,https://images.unsplash.com/photo-1723576016880-6d388559351a?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQ0MHw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_166.jpg
167,britannic167,Italy,Como,Piazza Giovanni Amendola,"45° 48' 55.302"" N","9° 5' 4.44"" E","https://www.google.it/maps/place/45%C2%B048'55.3%22N+9%C2%B005'04.4%22E/@45.8154377,9.084492,3a,90y,293.98h,88.64t/data=!3m6!1e1!3m4!1sRE4v2f-NSJaVyPYBwrnZxQ!2e0!7i16384!8i8192!4m5!3m4!1s0x0:0x0!8m2!3d45.8153617!4d9.0845667",45.815362,9.084567,Lavanderia Sant'Agostino stireria,,,,,,https://images.unsplash.com/photo-1723645579079-58a107f1d852?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQ1NXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_167.jpg
168,britannic168,Italy,Noceto,via Emilia,"44° 50' 22.92"" N","10° 9' 13.81"" E","https://www.google.it/maps/@44.8400375,10.1537306,3a,42.5y,179.18h,93.26t/data=!3m6!1e1!3m4!1sC02oL8lh1RFCPzCPEWaQ1Q!2e0!7i13312!8i6656",44.8397,10.153836,Cassa - Iper carburanti,,,,,,https://images.unsplash.com/photo-1723531449515-af7c14403de3?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQ4MHw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_168.jpg
169,britannic169,Sri Lanka,Mahiyangana Rd,Mahiyanganaya,"7° 19' 51.63"" N","80° 59' 34.242"" E","https://www.google.it/maps/@7.3310019,80.9929029,3a,37.5y,151.62h,82.32t/data=!3m6!1e1!3m4!1sLUroTIF2pEQMZ9ysfZ_2iQ!2e0!7i13312!8i6656",7.331008,80.992845,Model IFA60S,,,,,,https://images.unsplash.com/photo-1723328237480-03a9bfcf1638?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQ4Mnw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_169.jpg
170,britannic170,Italy,Milano,via Torino,"45° 27' 38.352"" N","9° 10' 57.018"" E","https://www.google.com/maps/place/45%C2%B027'38.4%22N+9%C2%B010'57.0%22E/@45.4606937,9.1826361,3a,75y,337.33h,93.09t/data=!3m6!1e1!3m4!1sDUcwbt8NEPFowkkjR6NdIw!2e0!7i16384!8i8192!4m5!3m4!1s0x0:0x0!8m2!3d45.4606533!4d9.182505",45.460653,9.182505,Svendita totale,,,,,,https://images.unsplash.com/photo-1457542553555-6331c3c0855f?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQ5M3w2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_170.jpg
